State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3600,9/9/2021,13.1,12.6,-5.96,17.7,16.2,2.28,-22.7,20.7,24.3
4400,9/9/2021,17.9,-16,4.57,22.2,19.6,40.6,49.2,25.7,30.5
900,9/10/2021,10.1,20.4,-14.3,11.5,18.9,5.81,-34.2,15.6,13.7
2500,9/10/2021,10.3,10.8,5.48,19,18.3,11.4,-42.8,21.5,24.9
3400,9/10/2021,16.7,17.6,20.6,25.4,14.2,4.03,-17.3,23.8,32.7
3600,9/10/2021,12.3,12.6,-6.6,18.5,15.8,2.83,-21.6,19.6,22.7
4400,9/10/2021,14.8,-13.7,-6.21,16.2,18.6,26.4,21.7,23.2,26.3
900,9/11/2021,10.2,20.9,-17.4,11.8,18.9,13.7,-34.8,15.5,13.4
2500,9/11/2021,10.3,10.1,7.78,16.9,16.3,16.2,-43.8,19.6,22.9
3400,9/11/2021,16.9,18.3,20,25.8,13.2,4.36,-17.6,23,32.1
3600,9/11/2021,13.3,14.5,-7.84,19.7,16.2,3.06,-21.8,20.5,23.9
4400,9/11/2021,17.2,-12.9,-16.7,15,18.8,36.2,26.7,22.5,24.7
900,9/12/2021,9.51,18,-18.7,10.4,19.2,14.5,-33,14.7,11.7
2500,9/12/2021,10.1,10.7,6.87,15.3,18.9,17.4,-37.3,19.8,20.7
3400,9/12/2021,16.7,17.9,19.4,24.8,13.4,6.13,-17.5,22.1,30.2
3600,9/12/2021,13,15.5,-9.32,18,15.8,2.18,-23.3,19.5,22.4
4400,9/12/2021,14.8,-15.7,-7.41,17.3,15.3,39.8,-2.52,21.3,26.9
900,9/13/2021,8.06,16.1,-26.6,7.41,16.8,15.7,-29.8,12.2,9.12
2500,9/13/2021,10.8,8.17,4.69,14.5,17.8,24.5,-36.7,19,20.3
3400,9/13/2021,16.7,13.5,26.1,23.8,13.2,8.31,-15.9,21.1,28.3
3600,9/13/2021,12.4,11.8,-10.4,18,14.7,2.99,-24.1,17.9,20.5
4400,9/13/2021,18,-13.7,-12.1,16.2,14,21.3,6.68,22.7,31.7
900,9/14/2021,8.32,14.4,-29,7.17,16,16,-29.1,12.7,10.4
2500,9/14/2021,10.9,5.59,4.75,15.2,15.7,24.9,-31.6,17.4,19.2
3400,9/14/2021,15.5,11.3,28.1,22.3,11.6,11.5,-12.8,19.5,26.9
3600,9/14/2021,12.3,10.1,-11.9,19.1,13.5,10,-22,17.1,20
4400,9/14/2021,14.8,-12.5,23.6,13.8,5.95,8.21,22.7,20.4,38.4
900,9/15/2021,6.97,13.6,-30.1,6.28,14.2,17.2,-32.1,11.4,9.58
2500,9/15/2021,10.5,5.12,5.94,16.7,14.4,28.7,-31.2,16.1,17.8
3400,9/15/2021,15.8,11.5,29.5,23.3,11.3,14.1,-12.5,19.4,26.9
3600,9/15/2021,12.4,10.3,-11.6,17.7,12.6,10.5,-24.1,15.9,18.6
4400,9/15/2021,12.6,-11.1,51.4,17.6,6.04,-8.69,16.9,21.9,42.8
900,9/16/2021,7.94,13,-22.9,10,15.1,16.2,-30.3,14,13.3
2500,9/16/2021,11.1,7.28,7.24,18.8,14.1,26.5,-31.1,16.7,19.4
3400,9/16/2021,16.9,13.4,29.7,26.9,12.4,11.5,-12.5,20.9,29
3600,9/16/2021,12.9,11.7,-6.91,20.6,12.9,8.08,-21.8,16.9,20.3
4400,9/16/2021,15.9,-11.4,44.3,16.4,4.9,-23.9,67.9,24.8,51.9
900,9/17/2021,7.86,13.7,-15.2,10.4,15.2,14.6,-32.5,14.6,14.2
2500,9/17/2021,13.5,8.43,8.17,22.8,16.2,29.7,-30.6,19.1,22.2
3400,9/17/2021,17.8,12.8,32,29.7,13.4,16,-12.6,22,30.1
3600,9/17/2021,14.1,12.3,-6.11,22,12.9,12.8,-20.4,17.8,22
4400,9/17/2021,16.8,-8.14,40.3,14.2,3.87,-11.3,65.2,21.3,43
900,9/18/2021,8.2,12.9,-13.9,11.1,14.4,11,-29.5,14.9,15.2
2500,9/18/2021,14.1,7.17,8.75,26.7,17.6,20.1,-29.1,21.6,25.9
3400,9/18/2021,18.9,13.2,35.1,31.5,13.6,15.9,-11.7,22.9,31.6
3600,9/18/2021,14.8,12,-3.62,24.7,13.1,13.4,-20,18.8,23.6
4400,9/18/2021,16.1,-1.77,54.2,15,4.11,-49.1,81,23.7,48.1
900,9/19/2021,9.77,16,-9.29,12.7,14.7,15.2,-31.7,15.7,16.4
2500,9/19/2021,15.3,7.94,6.61,26.1,17.3,20.4,-30.6,21.1,25
3400,9/19/2021,19.8,14.1,37.7,32.9,13.2,15.6,-9.8,23.6,33.6
3600,9/19/2021,15.9,10.7,-1.86,25.7,14.1,15.5,-19.2,20,24.9
4400,9/19/2021,16.2,0.894,41.3,14.8,6.24,-36.1,123,24.4,45.4
900,9/20/2021,10.9,17.3,6.98,16.8,17.2,8.05,-32.3,18.2,18.9
2500,9/20/2021,14.3,8.09,7.35,24.1,17.8,21.1,-30,20.7,23.6
3400,9/20/2021,20.1,14.4,32.3,33.5,13.3,17.3,-8.88,24,34.3
3600,9/20/2021,16.2,10.1,0.404,24.3,13.9,17.1,-18.8,20.4,25.8
4400,9/20/2021,12.9,-0.392,23,15.7,6.92,-13.3,116,19,31.7
900,9/21/2021,11.4,16.6,3.34,16.3,17.9,11.6,-31.8,18.4,18.8
2500,9/21/2021,14.2,8.25,7.02,26,19.4,19,-31.5,22.5,25.6
3400,9/21/2021,21.1,13.9,34.6,35.1,14.3,19.6,-9.12,25.1,35.3
3600,9/21/2021,16.7,9.52,0.657,25.3,14.8,12.2,-19.6,21.3,26.7
4400,9/21/2021,11.9,-2.11,-3.89,18.5,12.2,-24.4,121,18.2,23.9
900,9/22/2021,11.9,14.7,3.9,17.3,18.2,11.4,-32,19.7,20.8
2500,9/22/2021,14.5,8.26,8.82,27.7,20.4,16.6,-29.3,24,27.7
3400,9/22/2021,20.5,13,35,35.7,15.4,15.6,-9.37,25.8,35.8
3600,9/22/2021,16.5,8.71,-1.57,27.4,15.8,12.2,-16.2,22.6,28.4
4400,9/22/2021,10.7,0.138,-23.8,7.73,7.73,-26.4,106,11,13.7
900,9/23/2021,13.1,14.9,-4.33,16.7,20.5,6.28,-30.5,20.3,20.1
2500,9/23/2021,15.6,8.74,11.4,28.9,21,15.1,-29.8,25.5,30.3
3400,9/23/2021,19.7,10.9,34.4,32.2,14.6,21.1,-8.36,24.6,34.1
3600,9/23/2021,17.5,8.05,-8.69,27.1,16.4,17,-18.3,23.4,29.2
4400,9/23/2021,12.5,2.83,-22.6,14.6,8.14,-29.8,72.4,14,19.7
900,9/24/2021,12.7,12.3,-14.4,17.6,20.6,4.43,-29.2,20.5,20.5
2500,9/24/2021,15.6,10.1,9.48,27.4,21.8,12.5,-25.1,26.7,31.8
3400,9/24/2021,19.8,10.5,33.2,32.3,15,17.7,-7.72,25.4,35.1
3600,9/24/2021,17.8,8.71,-9.22,27.7,16.6,16.2,-18.7,24,30.2
4400,9/24/2021,7.94,3.28,-20.9,14.2,8.67,-33.8,35.9,15.1,21.8
900,9/25/2021,13.3,12.5,-12.1,18.7,20,2.48,-31.1,22.6,24.4
2500,9/25/2021,16.3,12.1,9.82,26,23.8,19,-27.8,27.8,31.9
3400,9/25/2021,19.8,10.8,31.7,30.7,15.6,16.6,-8.6,25.5,34.7
3600,9/25/2021,17.6,8.84,-10.5,27,17.5,17.1,-19.1,24.5,30.3
4400,9/25/2021,7.22,1.49,-15.1,10.7,7.51,45,25.9,11.8,16.2
900,9/26/2021,12.3,9.31,-10.7,19.4,20.5,-1.58,-28.2,23,24.7
2500,9/26/2021,16.4,9.36,13,26.7,24.5,17.6,-29,28.8,33.3
3400,9/26/2021,19.9,11,32.4,30.1,17.5,15.6,-8.95,25.9,33.8
3600,9/26/2021,17.3,9.13,-10.4,26.6,17.5,14.9,-20.3,23.8,29.1
4400,9/26/2021,4.64,-4.17,-26.2,4.95,9.42,-14.5,-7.08,12.2,14.9
900,9/27/2021,10.3,7.88,-14,16.5,17.2,-1.2,-28.1,20.1,22.2
2500,9/27/2021,15.1,6.8,15.4,26.4,23.5,15.2,-30.7,28.6,34.1
3400,9/27/2021,18.7,11.4,33.1,29.3,17,9.46,-9.36,24.9,32.2
3600,9/27/2021,16.9,9.91,-12.4,27.3,17.1,10.4,-19.8,23.4,28.6
4400,9/27/2021,7.9,-5.16,-21.6,12.6,6.19,-38.4,-9.89,20,34.8
900,9/28/2021,10.1,7.29,-12.4,15.7,16.7,-4.3,-30.4,19.2,21
2500,9/28/2021,14.3,6.86,9.31,24.5,22.7,13.7,-31.6,26.6,30.7
3400,9/28/2021,17.7,11.5,28.8,27.1,15.7,7.47,-9.94,24,31.7
3600,9/28/2021,16.1,9.67,-12.6,25.3,15.9,10.4,-19,22.3,27.6
4400,9/28/2021,6.71,-4.88,-20.8,4.73,2.07,-40.7,-20.4,15.7,29.9
900,9/29/2021,9.88,7.45,-11.5,16.9,17.4,-6.58,-31,19.9,21.6
2500,9/29/2021,13.4,7.4,8.21,22.3,21.8,12.4,-34.6,25.2,28.7
3400,9/29/2021,17,10.5,26,26.4,14.6,8.74,-9.68,23.6,32
3600,9/29/2021,15.2,8.38,-11.1,22.8,15.2,8.89,-22.2,20.8,25.5
4400,9/29/2021,8.43,-7.3,-18.4,9.74,8.26,-46.7,-15.8,21.4,34.4
900,9/30/2021,8.86,5.49,-11.5,17.4,15.2,1.42,-33.5,19.1,21.9
2500,9/30/2021,13.5,6.35,2.03,19.1,21.7,21.5,-31.9,24.3,27
3400,9/30/2021,17.7,11.3,25.9,27.7,16.1,12.4,-9.49,24.9,33.1
3600,9/30/2021,14.1,8.16,-6.26,20,14.8,11.3,-21.1,19.3,22.9
4400,9/30/2021,5.7,-8.32,-27.4,1.07,6.34,-41.6,5.85,14.4,21.7
900,10/1/2021,10.2,7.83,-9.78,16,16.5,4.18,-29.9,19.6,21.8
2500,10/1/2021,14.8,6.76,-1.24,19.7,21.5,23.4,-33,24,26.6
3400,10/1/2021,18.1,12.6,17.6,27.9,15.6,12.8,-9.72,24.8,33.4
3600,10/1/2021,14.4,7.76,-10.4,20,15.4,11.1,-19,19.8,23.4
4400,10/1/2021,12.1,-9.98,-31,7.99,9.03,-35.9,24,18.6,27.4
900,10/2/2021,10.3,9.64,-11.5,16,17.7,3.37,-32.5,18.8,19.5
2500,10/2/2021,15.6,5.97,1.4,21.6,21.2,22.2,-31.7,24.6,28.2
3400,10/2/2021,18.6,12.7,17.1,29.6,16,13.1,-10.3,25.6,34.7
3600,10/2/2021,15.5,9.58,-7.88,20.3,14.9,11.9,-17.5,19.8,23.8
4400,10/2/2021,17.3,-8.45,-33.3,10.2,11.1,-29.1,29,21.1,30.2
900,10/3/2021,11.2,11.8,-13.9,16.5,17.7,4.7,-31.9,19.5,20.8
2500,10/3/2021,15.8,6.82,7.94,22.9,21.8,28.4,-29,23.8,25.7
3400,10/3/2021,18.7,13.5,16.7,29.5,15.2,14.9,-11.7,25.4,35.2
3600,10/3/2021,15.6,11,-7.99,20.7,14.4,14,-14.2,20.4,25.4
4400,10/3/2021,14.5,-8.78,-20.3,10.4,-6.48,-15.4,70.1,9.53,27.2
900,10/4/2021,13.3,11.5,-13.5,18.2,20,8.89,-32.9,21.5,22.6
2500,10/4/2021,17.1,6.96,6.04,25.7,22.4,25.6,-24,24.4,26.4
3400,10/4/2021,20.3,14,17.6,29.6,16,21.2,-10.7,26.3,36
3600,10/4/2021,17.2,11.2,-6.25,20.5,15.1,15.7,-13.3,21.2,26.2
4400,10/4/2021,13.2,-10.9,-12.6,-1.63,-4.5,-15.1,73.9,2.46,9.38
900,10/5/2021,12.8,10.7,-11.1,17.7,21,10,-29.3,21.3,21.6
2500,10/5/2021,18.8,6.25,9.38,23.4,24.5,31.8,-22.9,26.3,27.9
3400,10/5/2021,21.3,13.8,19.4,29.6,17,21.5,-7.01,26.9,36.2
3600,10/5/2021,18.4,10.8,-5.56,21.4,16.5,17.7,-11.8,22.4,27.2
4400,10/5/2021,13.5,-10.6,-23.4,0.648,-2.88,-3.33,69.5,4.29,11.4
900,10/6/2021,13.6,10.3,-10.8,17.6,22.3,8.92,-23.9,21.6,21.1
2500,10/6/2021,19.6,5.66,10.4,23.7,25.3,33.6,-22.7,28.1,30.6
3400,10/6/2021,22.7,14.9,21.8,30.9,18.2,22.6,-5.65,27.8,36.9
3600,10/6/2021,19,11.6,-5.69,21.5,17.4,19.8,-8.46,23,27.6
4400,10/6/2021,13.6,-8.61,-21.3,-1.47,-4.84,52.3,68.5,2,9.02
900,10/7/2021,13.8,12.8,-9.05,14.9,21.7,8.32,-25.1,20.4,19.6
2500,10/7/2021,18.8,4.11,12.4,23.9,25.3,31.3,-23.5,27.1,28.6
3400,10/7/2021,22.3,14.9,22.8,31.5,17.5,17,-5.79,27.5,37
3600,10/7/2021,19,11.5,-7.29,22.1,16.5,18,-8.12,22.7,27.7
4400,10/7/2021,12,-14.4,-7.7,5.82,-2.22,71.3,15.1,5.59,13.7
900,10/8/2021,13.5,13.7,-5.62,14,20.4,7.85,-24.7,19.7,19.2
2500,10/8/2021,18,3.61,24.9,23.7,25.4,26.9,-24.1,26.3,26.8
3400,10/8/2021,22.5,15.1,36.1,31.2,17.2,16.6,-4.15,27.1,36.3
3600,10/8/2021,19.1,12.2,1.07,21.3,15.6,19.1,-7.74,22.1,27.4
4400,10/8/2021,10.9,-16.7,6.23,-11.8,-3.63,77,23.4,6.16,15.4
900,10/9/2021,15.3,11.2,-0.818,14.6,21.2,12.4,-18.1,20.5,20.2
2500,10/9/2021,19,3.97,24.8,23.9,25.2,29.1,-19.5,27.2,28.8
3400,10/9/2021,22.3,15,39.3,29.7,17.2,20.3,-2.78,26.2,34.6
3600,10/9/2021,19,9.39,-1.37,21.9,16.7,21.5,-5.62,22.7,27.6
4400,10/9/2021,10,-17,-0.839,-7.39,-8.77,67.4,21.5,6.57,23.8
900,10/10/2021,14.3,10.1,-0.933,13.9,19.5,13.8,-17.4,17.8,16.8
2500,10/10/2021,18,4.39,17,21.4,21.6,23,-21.8,26.3,30.8
3400,10/10/2021,21.4,13.1,37.3,29.4,16.3,19.8,1.83,25.1,33.3
3600,10/10/2021,18.4,7.39,0.816,20.7,16.2,21.1,-5.42,21.6,25.9
4400,10/10/2021,17.2,-14.2,6.64,-0.0334,6.25,46.5,12,19.6,31.5
900,10/11/2021,16.2,8.84,-11.4,15.3,21.5,15.3,-11.6,18.6,16.7
2500,10/11/2021,17.3,1.89,14.9,17.2,22.8,23.4,-21.7,24.9,26.5
3400,10/11/2021,21.1,8.22,30.5,28.3,16,19.6,5.27,24.4,32
3600,10/11/2021,16.1,2.52,-1.83,16,14.7,25.5,-6.75,19.1,22.5
4400,10/11/2021,15.9,-20,-37.6,-9.72,5.61,74.2,90.5,20.4,33.2
900,10/12/2021,15.1,11,-3.07,13.5,18.9,11.2,-18.4,17.6,16.8
2500,10/12/2021,16.9,6.56,17.4,21.7,17.9,18.4,-20.3,23.9,29.8
3400,10/12/2021,20.8,12.9,33.5,29.5,15.7,20.2,-0.535,24.6,32.8
3600,10/12/2021,16.1,6.49,4.05,18.6,14.2,20.2,-7.69,19.9,24.6
4400,10/12/2021,21,-13.4,8.52,3.97,6.65,100,53,24,41.2
900,10/13/2021,15,10.4,-6.95,13.7,18.7,14.2,-22.1,17.3,16.4
2500,10/13/2021,17.1,5.75,12,19,20.1,20.4,-16.5,23.1,25.9
3400,10/13/2021,20,11.3,30.1,28.2,15.3,20.4,-0.133,23.6,31.4
3600,10/13/2021,16.1,5.66,2.19,18.7,14.5,22.7,-8.64,20,24.5
4400,10/13/2021,19.1,-14,-7.84,-2.61,4.76,39.3,51.6,21.7,37.1
900,10/14/2021,17.8,11.2,-9.85,14.4,20.9,14.4,-16.8,19.3,18.4
2500,10/14/2021,16.6,3.79,18.9,15.9,14.9,30.2,-15.4,19.2,23.4
3400,10/14/2021,20.8,9.34,28.6,25.1,14.4,23,0.339,21.6,28.3
3600,10/14/2021,16.8,3.94,1.84,16,13.2,24.7,-8.31,18.6,23
4400,10/14/2021,20.5,-10.3,-31.4,-4.59,2.9,20.8,77.2,21.9,40
900,10/15/2021,12.8,6.89,-17.4,13.8,17.3,13.6,-22.1,18.1,18.8
2500,10/15/2021,18.1,6.54,11.9,20,17.1,23.1,-12.7,22.1,27.1
3400,10/15/2021,19.1,12.4,27.6,26.5,14,21.9,-2.97,22.2,29.7
3600,10/15/2021,15.8,6.24,-0.493,20.3,14.3,19.3,-8.54,20.3,25.2
4400,10/15/2021,19.6,-7.06,-17.2,13.9,6.13,34.2,42.1,17.8,28.6
900,10/16/2021,12.8,10.2,-17.8,13.5,16.9,15.4,-26,18.6,19.8
2500,10/16/2021,17.6,6.65,10.9,19.1,15.7,20.5,-16.7,21.4,27.1
3400,10/16/2021,19.6,13.1,28.1,29.3,13.9,18.5,-2.41,23.5,32.4
3600,10/16/2021,16.1,8.25,2.18,21.7,14.4,18,-9.72,21,26.6
4400,10/16/2021,18.4,-5.95,-1.69,11.1,11.3,25.3,50.1,16.4,20.7
900,10/17/2021,14.8,11.9,-15.8,15.1,19.9,17.3,-26.2,22.6,24.5
2500,10/17/2021,19.2,7.46,10.6,22.3,19,20.9,-13.7,23.3,27.8
3400,10/17/2021,20.6,15.4,26.6,29.3,15,20.1,-4.27,24.1,32.6
3600,10/17/2021,17.3,9.56,0.327,23.8,15.9,20.6,-11.9,23.1,29.2
4400,10/17/2021,20.4,-2.5,17.4,14.4,15,29,48.5,19.1,22.9
900,10/18/2021,14.7,13,-16.7,15.1,21.4,15.3,-27.1,23.6,25.2
2500,10/18/2021,19.4,7.68,12.1,21.6,20,24.1,-13.5,23.6,27.4
3400,10/18/2021,20.1,15.1,24.7,31.3,14.8,19.7,-4.61,24.8,34.1
3600,10/18/2021,17.1,9.43,-0.197,24.5,16.5,23.6,-11.8,23.7,29.7
4400,10/18/2021,18.1,-0.422,-6.85,26.7,15.8,21.3,35.1,21.5,25.9
900,10/19/2021,15.1,12.8,-12.4,16.6,21.3,16.1,-23.7,24.3,26.5
2500,10/19/2021,20.8,8.87,21.9,25.5,21.8,27.3,-13.8,25.9,30.3
3400,10/19/2021,21,16,28.7,32.2,14.2,19.5,-5.56,25.6,36.3
3600,10/19/2021,18.3,9.42,-2.8,26.9,16.3,23.9,-9.7,24.4,31.3
4400,10/19/2021,14.8,-1.41,-17.8,27.4,16.8,-0.92,16.1,18.4,17.8
900,10/20/2021,14.6,15.7,-9.58,15,18.1,13.6,-23.7,23,26.4
2500,10/20/2021,20.3,10.3,25.6,29.4,17.8,20.3,-16.1,24.8,32.2
3400,10/20/2021,21.4,18.2,32.2,34,13.5,17.1,-7.41,26.3,38.3
3600,10/20/2021,18.7,11.3,0.0359,28.2,15.2,22.9,-10.8,25.2,33.7
4400,10/20/2021,13.7,-1.21,-14.3,36.6,16,19.9,6.78,15.7,12.9
900,10/21/2021,14.1,13.8,-6.02,15.5,16.9,14,-23,21.7,25.2
2500,10/21/2021,20.7,12.7,22.4,27.8,18.2,14.3,-16.6,25.3,32.9
3400,10/21/2021,22.4,17.5,34,34.2,13.6,20.4,-2.43,26.6,38.8
3600,10/21/2021,20,9.89,3.51,30,15.6,26.4,-8.69,26.5,35.7
4400,10/21/2021,21.9,0.897,-21.5,42.3,17.6,22.7,26.6,29.2,37.8
900,10/22/2021,16.2,17.7,5.78,17.5,20,9.49,-22.6,23.6,26.1
2500,10/22/2021,20.2,13.3,37,26.8,18.4,9.14,-16.8,25.2,32.3
3400,10/22/2021,23.2,17.7,37.8,37,15.3,18.8,-2.41,28.3,40.7
3600,10/22/2021,20.1,9.49,5.36,30.1,17.5,24.6,-11.2,28,36.8
4400,10/22/2021,16.9,-0.397,-23.2,42.8,14.1,19.8,19.7,29.7,44.1
900,10/23/2021,15.8,15.9,3.34,18.1,20.1,5.09,-19.1,23,25
2500,10/23/2021,20.1,12.9,36.9,27.5,20,11.8,-16.6,25.5,31.2
3400,10/23/2021,23.3,16.7,38.8,36.2,15.3,19.6,-1.32,28.3,40.5
3600,10/23/2021,19.2,8.59,-0.857,29.3,16,21.8,-9.97,26.9,35.9
4400,10/23/2021,15.3,0.52,-31,50.8,15.1,14.3,5.75,30.2,45
900,10/24/2021,15.3,14.8,7.01,18.2,18.5,3.64,-16.7,21,22.8
2500,10/24/2021,19.5,11.3,40.9,25.9,19.1,8.83,-16.6,25.4,31.9
3400,10/24/2021,23.3,16.1,43,37.8,15.1,20.1,-2.4,29,42.2
3600,10/24/2021,19.2,8.5,-2.08,29.3,15.9,17.4,-8.63,25.9,34.2
4400,10/24/2021,14,-0.82,-49.8,43.8,13.8,32.9,32.1,24.2,32.4
900,10/25/2021,14.6,15,7.1,18.1,18.1,4.07,-15.2,20.9,22.7
2500,10/25/2021,18,11.1,34.4,25.2,20.1,1.57,-18.1,24.6,29.2
3400,10/25/2021,22.4,15.6,39.8,36.4,16.3,16.4,-1.7,28.9,40.8
3600,10/25/2021,18.5,9.15,-4.74,28.7,15.7,14.8,-9.56,25.3,33.3
4400,10/25/2021,13.7,-1.82,-43.6,38.9,12.3,39.2,38.3,25.1,35.4
900,10/26/2021,13.5,13.8,5.02,14.7,13.9,6.31,-18.7,17.5,19.9
2500,10/26/2021,17.9,10.2,23.1,24.5,18.8,4.56,-17.2,25.1,31.6
3400,10/26/2021,20.5,14.5,35.6,35,14.6,16,-2.88,27.3,39.3
3600,10/26/2021,16.6,8.51,-7.89,27.2,14,15.9,-10.5,23.7,31.6
4400,10/26/2021,15.4,-3.11,-47.3,39.8,15.1,31.4,24,34,51.5
900,10/27/2021,13.6,13.2,4.75,18.2,16.7,5.44,-19,19.4,21.2
